ID	PredictabilityWeight	DeletionRate	Noun	Complete	Incomplete	Unknown
27112162	1.0	0.4	presumption	88	15	0
27112162	1.0	0.4	assurance	86	10	7
27112162	1.0	0.4	realization	93	12	0
27112162	1.0	0.4	impression	86	16	1
27112162	1.0	0.4	assertion	85	18	2
27112162	1.0	0.4	contention	96	12	1
27112162	1.0	0.4	assumption	99	6	2
27112162	1.0	0.4	belief	94	10	3
27112162	1.0	0.4	fact	98	8	0
533860876	0.75	0.3	report	84	10	1
533860876	0.75	0.3	story	102	3	1
533860876	0.75	0.3	admission	100	6	0
533860876	0.75	0.3	complaint	101	5	0
533860876	0.75	0.3	truth	102	2	1
533860876	0.75	0.3	assessment	96	3	3
533860876	0.75	0.3	declaration	104	3	1
533860876	0.75	0.3	guess	72	13	9
533860876	0.75	0.3	disclosure	95	7	1
533860876	0.75	0.3	remark	86	9	0
533860876	0.75	0.3	confirmation	98	4	0
533860876	0.75	0.3	myth	105	2	1
533860876	0.75	0.3	news	97	9	0
533860876	0.75	0.3	allegation	96	8	0
533860876	0.75	0.3	information	99	4	1
533860876	0.75	0.3	evidence	93	7	1
533860876	0.75	0.3	prediction	104	3	0
533860876	0.75	0.3	finding	94	7	4
533860876	0.75	0.3	proof	101	4	0
533860876	0.75	0.3	accusation	102	3	1
533860876	0.75	0.3	message	102	5	0
533860876	0.75	0.3	recognition	99	9	0
533860876	0.75	0.3	indication	102	1	0
533860876	0.75	0.3	concern	101	2	2
533860876	0.75	0.3	reminder	97	8	0
533860876	0.75	0.3	announcement	100	4	1
533860876	0.75	0.3	rumor	96	7	0
533860876	0.75	0.3	statement	104	1	0
533860876	0.75	0.3	thought	80	3	0
533860876	0.75	0.3	conviction	99	4	0
533860876	0.75	0.3	conjecture	97	5	0
533860876	0.75	0.3	feeling	104	3	0
533860876	0.75	0.3	idea	101	6	0
533860876	0.75	0.3	claim	93	5	2
533860876	0.75	0.3	conclusion	99	7	0
533860876	0.75	0.3	view	104	2	0
533860876	0.75	0.3	speculation	84	3	0
533860876	0.75	0.3	certainty	98	5	2
533860876	0.75	0.3	suggestion	104	3	0
533860876	0.75	0.3	perception	104	3	1
533860876	0.75	0.3	intuition	97	6	0
533860876	0.75	0.3	observation	103	3	0
533860876	0.75	0.3	suspicion	92	10	2
533860876	0.75	0.3	revelation	105	3	0
533860876	0.75	0.3	understanding	93	7	2
533860876	0.75	0.3	insinuation	6	1	2
533860876	0.75	0.3	notion	107	1	0
533860876	0.75	0.3	opinion	99	6	2
533860876	0.75	0.3	sense	97	8	2
533860876	0.75	0.3	presumption	105	3	0
533860876	0.75	0.3	assurance	101	4	2
533860876	0.75	0.3	realization	104	2	0
533860876	0.75	0.3	impression	108	0	0
533860876	0.75	0.3	assertion	96	6	0
533860876	0.75	0.3	contention	103	5	0
533860876	0.75	0.3	assumption	97	7	1
533860876	0.75	0.3	belief	101	5	1
533860876	0.75	0.3	fact	105	2	1
219658058	0.25	0.4	report	62	9	5
219658058	0.25	0.4	story	86	9	4
219658058	0.25	0.4	admission	76	18	6
219658058	0.25	0.4	complaint	92	4	0
219658058	0.25	0.4	truth	91	11	4
219658058	0.25	0.4	assessment	82	11	3
219658058	0.25	0.4	declaration	88	10	3
219658058	0.25	0.4	guess	25	51	10
219658058	0.25	0.4	disclosure	90	8	2
219658058	0.25	0.4	remark	85	6	1
219658058	0.25	0.4	confirmation	78	17	1
219658058	0.25	0.4	myth	95	7	1
219658058	0.25	0.4	news	90	8	1
219658058	0.25	0.4	allegation	21	6	3
219658058	0.25	0.4	information	87	10	2
219658058	0.25	0.4	evidence	87	12	2
219658058	0.25	0.4	prediction	88	9	0
219658058	0.25	0.4	finding	67	28	4
219658058	0.25	0.4	proof	84	9	5
219658058	0.25	0.4	accusation	95	6	0
219658058	0.25	0.4	message	92	9	1
219658058	0.25	0.4	recognition	84	15	4
219658058	0.25	0.4	indication	91	9	0
219658058	0.25	0.4	concern	69	17	3
219658058	0.25	0.4	reminder	94	5	2
219658058	0.25	0.4	announcement	88	12	2
219658058	0.25	0.4	rumor	21	7	1
219658058	0.25	0.4	statement	89	10	1
219658058	0.25	0.4	thought	7	0	5
219658058	0.25	0.4	conviction	94	5	3
219658058	0.25	0.4	conjecture	89	7	1
219658058	0.25	0.4	feeling	83	11	5
219658058	0.25	0.4	idea	94	6	1
219658058	0.25	0.4	claim	80	9	5
219658058	0.25	0.4	conclusion	92	12	1
219658058	0.25	0.4	view	87	11	2
219658058	0.25	0.4	speculation	71	23	5
219658058	0.25	0.4	certainty	88	10	0
219658058	0.25	0.4	suggestion	87	16	1
219658058	0.25	0.4	perception	92	6	2
219658058	0.25	0.4	intuition	24	3	1
219658058	0.25	0.4	observation	94	8	3
219658058	0.25	0.4	suspicion	83	15	1
219658058	0.25	0.4	revelation	96	6	3
219658058	0.25	0.4	understanding	89	14	2
219658058	0.25	0.4	insinuation	0	3	8
219658058	0.25	0.4	notion	88	9	2
219658058	0.25	0.4	opinion	93	6	2
219658058	0.25	0.4	sense	93	11	5
219658058	0.25	0.4	presumption	10	5	1
219658058	0.25	0.4	assurance	91	9	0
219658058	0.25	0.4	realization	93	9	0
219658058	0.25	0.4	impression	95	9	1
219658058	0.25	0.4	assertion	98	4	1
219658058	0.25	0.4	contention	49	52	0
219658058	0.25	0.4	assumption	95	7	0
219658058	0.25	0.4	belief	93	10	0
219658058	0.25	0.4	fact	98	3	1
917412772	0.25	0.3	report	55	17	2
917412772	0.25	0.3	story	79	19	2
917412772	0.25	0.3	admission	68	32	5
917412772	0.25	0.3	complaint	89	10	2
917412772	0.25	0.3	truth	84	23	0
917412772	0.25	0.3	assessment	84	11	4
917412772	0.25	0.3	declaration	91	14	0
917412772	0.25	0.3	guess	27	37	9
917412772	0.25	0.3	disclosure	75	15	7
917412772	0.25	0.3	remark	50	20	4
917412772	0.25	0.3	confirmation	77	20	5
917412772	0.25	0.3	myth	85	15	2
917412772	0.25	0.3	news	89	15	2
917412772	0.25	0.3	allegation	84	16	2
917412772	0.25	0.3	information	76	19	3
917412772	0.25	0.3	evidence	78	19	4
917412772	0.25	0.3	prediction	99	7	1
917412772	0.25	0.3	finding	82	17	3
917412772	0.25	0.3	proof	84	21	2
917412772	0.25	0.3	accusation	91	13	2
917412772	0.25	0.3	message	82	18	2
917412772	0.25	0.3	recognition	66	36	3
917412772	0.25	0.3	indication	81	19	3
917412772	0.25	0.3	concern	77	19	5
917412772	0.25	0.3	reminder	93	10	3
917412772	0.25	0.3	announcement	88	12	2
917412772	0.25	0.3	rumor	79	19	1
917412772	0.25	0.3	statement	86	15	1
917412772	0.25	0.3	thought	17	19	2
917412772	0.25	0.3	conviction	96	11	1
917412772	0.25	0.3	conjecture	84	17	4
917412772	0.25	0.3	feeling	87	13	4
917412772	0.25	0.3	idea	98	7	1
917412772	0.25	0.3	claim	67	20	5
917412772	0.25	0.3	conclusion	74	32	0
917412772	0.25	0.3	view	87	16	2
917412772	0.25	0.3	speculation	71	14	5
917412772	0.25	0.3	certainty	57	44	4
917412772	0.25	0.3	suggestion	92	11	3
917412772	0.25	0.3	perception	93	13	0
917412772	0.25	0.3	intuition	74	23	2
917412772	0.25	0.3	observation	83	18	6
917412772	0.25	0.3	suspicion	69	28	4
917412772	0.25	0.3	revelation	88	15	2
917412772	0.25	0.3	understanding	85	19	2
917412772	0.25	0.3	insinuation	3	11	5
917412772	0.25	0.3	notion	93	11	3
917412772	0.25	0.3	opinion	93	8	1
917412772	0.25	0.3	sense	85	19	2
917412772	0.25	0.3	presumption	83	17	3
917412772	0.25	0.3	assurance	92	9	0
917412772	0.25	0.3	realization	93	8	2
917412772	0.25	0.3	impression	92	12	0
917412772	0.25	0.3	assertion	92	13	2
917412772	0.25	0.3	contention	89	17	0
917412772	0.25	0.3	assumption	93	12	0
917412772	0.25	0.3	belief	92	14	2
917412772	0.25	0.3	fact	88	15	3
768268084	0.0	0.2	report	69	16	13
768268084	0.0	0.2	story	72	29	5
768268084	0.0	0.2	admission	65	33	3
768268084	0.0	0.2	complaint	67	36	4
768268084	0.0	0.2	truth	71	25	4
768268084	0.0	0.2	assessment	61	34	3
768268084	0.0	0.2	declaration	68	35	3
768268084	0.0	0.2	guess	43	37	21
768268084	0.0	0.2	disclosure	68	31	4
768268084	0.0	0.2	remark	59	38	5
768268084	0.0	0.2	confirmation	69	32	6
768268084	0.0	0.2	myth	71	29	3
768268084	0.0	0.2	news	69	29	4
768268084	0.0	0.2	allegation	69	32	2
768268084	0.0	0.2	information	74	24	5
768268084	0.0	0.2	evidence	48	38	9
768268084	0.0	0.2	prediction	75	27	3
768268084	0.0	0.2	finding	66	36	7
768268084	0.0	0.2	proof	64	39	3
768268084	0.0	0.2	accusation	68	35	2
768268084	0.0	0.2	message	60	41	5
768268084	0.0	0.2	recognition	66	36	1
768268084	0.0	0.2	indication	65	40	1
768268084	0.0	0.2	concern	59	34	13
768268084	0.0	0.2	reminder	70	32	1
768268084	0.0	0.2	announcement	61	36	5
768268084	0.0	0.2	rumor	73	29	2
768268084	0.0	0.2	statement	69	29	3
768268084	0.0	0.2	thought	46	32	10
768268084	0.0	0.2	conviction	63	38	2
768268084	0.0	0.2	conjecture	65	36	3
768268084	0.0	0.2	feeling	60	35	7
768268084	0.0	0.2	idea	64	35	3
768268084	0.0	0.2	claim	51	41	9
768268084	0.0	0.2	conclusion	68	35	4
768268084	0.0	0.2	view	72	28	5
768268084	0.0	0.2	speculation	65	29	8
768268084	0.0	0.2	certainty	51	49	4
768268084	0.0	0.2	suggestion	66	34	2
768268084	0.0	0.2	perception	73	27	7
768268084	0.0	0.2	intuition	48	44	3
768268084	0.0	0.2	observation	70	32	1
768268084	0.0	0.2	suspicion	65	32	4
768268084	0.0	0.2	revelation	71	32	4
768268084	0.0	0.2	understanding	63	43	1
768268084	0.0	0.2	insinuation	17	8	2
768268084	0.0	0.2	notion	65	32	3
768268084	0.0	0.2	opinion	58	40	3
768268084	0.0	0.2	sense	64	30	3
768268084	0.0	0.2	presumption	71	28	5
768268084	0.0	0.2	assurance	63	33	9
768268084	0.0	0.2	realization	64	30	4
768268084	0.0	0.2	impression	77	28	3
768268084	0.0	0.2	assertion	63	33	4
768268084	0.0	0.2	contention	69	30	4
768268084	0.0	0.2	assumption	72	29	2
768268084	0.0	0.2	belief	75	29	2
768268084	0.0	0.2	fact	74	24	5
971113092	0.75	0.3	report	55	32	7
971113092	0.75	0.3	story	80	17	5
971113092	0.75	0.3	admission	65	32	3
971113092	0.75	0.3	complaint	74	27	2
971113092	0.75	0.3	truth	80	26	0
971113092	0.75	0.3	assessment	73	27	2
971113092	0.75	0.3	declaration	83	22	1
971113092	0.75	0.3	guess	48	28	28
971113092	0.75	0.3	disclosure	74	21	2
971113092	0.75	0.3	remark	74	21	4
971113092	0.75	0.3	confirmation	77	23	3
971113092	0.75	0.3	myth	85	19	1
971113092	0.75	0.3	news	77	22	5
971113092	0.75	0.3	allegation	77	19	9
971113092	0.75	0.3	information	70	25	4
971113092	0.75	0.3	evidence	75	19	4
971113092	0.75	0.3	prediction	86	18	2
971113092	0.75	0.3	finding	51	43	7
971113092	0.75	0.3	proof	72	25	4
971113092	0.75	0.3	accusation	75	29	1
971113092	0.75	0.3	message	82	21	1
971113092	0.75	0.3	recognition	69	30	4
971113092	0.75	0.3	indication	84	20	2
971113092	0.75	0.3	concern	58	30	6
971113092	0.75	0.3	reminder	77	24	4
971113092	0.75	0.3	announcement	81	19	2
971113092	0.75	0.3	rumor	77	23	2
971113092	0.75	0.3	statement	68	28	4
971113092	0.75	0.3	thought	48	21	8
971113092	0.75	0.3	conviction	82	19	2
971113092	0.75	0.3	conjecture	72	25	5
971113092	0.75	0.3	feeling	64	21	13
971113092	0.75	0.3	idea	84	24	0
971113092	0.75	0.3	claim	60	25	10
971113092	0.75	0.3	conclusion	75	25	2
971113092	0.75	0.3	view	78	21	4
971113092	0.75	0.3	speculation	72	26	2
971113092	0.75	0.3	certainty	54	46	2
971113092	0.75	0.3	suggestion	74	28	2
971113092	0.75	0.3	perception	80	24	2
971113092	0.75	0.3	intuition	59	34	3
971113092	0.75	0.3	observation	79	24	2
971113092	0.75	0.3	suspicion	68	30	3
971113092	0.75	0.3	revelation	82	20	2
971113092	0.75	0.3	understanding	52	42	2
971113092	0.75	0.3	insinuation	21	15	4
971113092	0.75	0.3	notion	80	23	1
971113092	0.75	0.3	opinion	78	22	3
971113092	0.75	0.3	sense	73	27	2
971113092	0.75	0.3	presumption	87	18	0
971113092	0.75	0.3	assurance	64	27	5
971113092	0.75	0.3	realization	82	22	3
971113092	0.75	0.3	impression	77	24	4
971113092	0.75	0.3	assertion	76	24	0
971113092	0.75	0.3	contention	81	16	7
971113092	0.75	0.3	assumption	83	22	2
971113092	0.75	0.3	belief	79	22	1
971113092	0.75	0.3	fact	86	18	3
945885175	0.75	0.4	report	39	44	19
945885175	0.75	0.4	story	52	44	4
945885175	0.75	0.4	admission	32	60	9
945885175	0.75	0.4	complaint	49	51	5
945885175	0.75	0.4	truth	51	49	4
945885175	0.75	0.4	assessment	47	48	8
945885175	0.75	0.4	declaration	48	51	1
945885175	0.75	0.4	guess	43	42	20
945885175	0.75	0.4	disclosure	48	43	6
945885175	0.75	0.4	remark	32	52	11
945885175	0.75	0.4	confirmation	45	55	6
945885175	0.75	0.4	myth	49	45	8
945885175	0.75	0.4	news	41	48	9
945885175	0.75	0.4	allegation	49	45	6
945885175	0.75	0.4	information	43	49	14
945885175	0.75	0.4	evidence	44	48	7
945885175	0.75	0.4	prediction	41	49	9
945885175	0.75	0.4	finding	41	45	10
945885175	0.75	0.4	proof	55	44	3
945885175	0.75	0.4	accusation	42	52	5
945885175	0.75	0.4	message	39	57	6
945885175	0.75	0.4	recognition	36	63	4
945885175	0.75	0.4	indication	50	49	3
945885175	0.75	0.4	concern	42	48	8
945885175	0.75	0.4	reminder	54	40	3
945885175	0.75	0.4	announcement	51	45	7
945885175	0.75	0.4	rumor	54	44	2
945885175	0.75	0.4	statement	53	45	3
945885175	0.75	0.4	thought	37	42	12
945885175	0.75	0.4	conviction	47	50	7
945885175	0.75	0.4	conjecture	40	55	6
945885175	0.75	0.4	feeling	53	43	10
945885175	0.75	0.4	idea	47	50	8
945885175	0.75	0.4	claim	39	48	13
945885175	0.75	0.4	conclusion	46	61	3
945885175	0.75	0.4	view	52	47	4
945885175	0.75	0.4	speculation	40	51	11
945885175	0.75	0.4	certainty	33	63	6
945885175	0.75	0.4	suggestion	45	49	4
945885175	0.75	0.4	perception	42	52	4
945885175	0.75	0.4	intuition	46	48	4
945885175	0.75	0.4	observation	58	37	4
945885175	0.75	0.4	suspicion	39	58	4
945885175	0.75	0.4	revelation	55	38	5
945885175	0.75	0.4	understanding	40	52	8
945885175	0.75	0.4	insinuation	10	25	7
945885175	0.75	0.4	notion	45	51	6
945885175	0.75	0.4	opinion	48	49	5
945885175	0.75	0.4	sense	51	47	4
945885175	0.75	0.4	presumption	52	53	6
945885175	0.75	0.4	assurance	53	51	2
945885175	0.75	0.4	realization	49	49	3
945885175	0.75	0.4	impression	59	41	7
945885175	0.75	0.4	assertion	48	47	7
945885175	0.75	0.4	contention	59	36	5
945885175	0.75	0.4	assumption	47	49	5
945885175	0.75	0.4	belief	59	40	5
945885175	0.75	0.4	fact	60	34	5
738048567	0.0	0.3	report	24	53	12
738048567	0.0	0.3	story	36	57	9
738048567	0.0	0.3	admission	35	63	6
738048567	0.0	0.3	complaint	30	58	10
738048567	0.0	0.3	truth	36	55	8
738048567	0.0	0.3	assessment	36	50	9
738048567	0.0	0.3	declaration	40	49	12
738048567	0.0	0.3	guess	16	54	25
738048567	0.0	0.3	disclosure	35	62	9
738048567	0.0	0.3	remark	40	38	11
738048567	0.0	0.3	confirmation	33	59	9
738048567	0.0	0.3	myth	36	55	7
738048567	0.0	0.3	news	36	56	8
738048567	0.0	0.3	allegation	19	38	10
738048567	0.0	0.3	information	41	49	9
738048567	0.0	0.3	evidence	41	44	7
738048567	0.0	0.3	prediction	35	54	7
738048567	0.0	0.3	finding	29	56	12
738048567	0.0	0.3	proof	35	52	7
738048567	0.0	0.3	accusation	44	53	6
738048567	0.0	0.3	message	38	47	11
738048567	0.0	0.3	recognition	46	52	6
738048567	0.0	0.3	indication	43	56	4
738048567	0.0	0.3	concern	22	57	14
738048567	0.0	0.3	reminder	40	49	11
738048567	0.0	0.3	announcement	37	61	6
738048567	0.0	0.3	rumor	9	42	12
738048567	0.0	0.3	statement	42	48	12
738048567	0.0	0.3	thought	16	47	14
738048567	0.0	0.3	conviction	34	58	5
738048567	0.0	0.3	conjecture	40	53	5
738048567	0.0	0.3	feeling	32	54	9
738048567	0.0	0.3	idea	38	55	7
738048567	0.0	0.3	claim	40	51	9
738048567	0.0	0.3	conclusion	43	50	6
738048567	0.0	0.3	view	41	52	8
738048567	0.0	0.3	speculation	32	63	7
738048567	0.0	0.3	certainty	38	46	15
738048567	0.0	0.3	suggestion	35	46	9
738048567	0.0	0.3	perception	34	57	5
738048567	0.0	0.3	intuition	12	41	14
738048567	0.0	0.3	observation	35	59	6
738048567	0.0	0.3	suspicion	29	57	8
738048567	0.0	0.3	revelation	38	47	10
738048567	0.0	0.3	understanding	53	48	8
738048567	0.0	0.3	insinuation	7	14	2
738048567	0.0	0.3	notion	33	47	10
738048567	0.0	0.3	opinion	41	58	4
738048567	0.0	0.3	sense	39	56	6
738048567	0.0	0.3	presumption	21	38	10
738048567	0.0	0.3	assurance	39	51	4
738048567	0.0	0.3	realization	34	59	8
738048567	0.0	0.3	impression	42	57	3
738048567	0.0	0.3	assertion	37	51	9
738048567	0.0	0.3	contention	30	58	10
738048567	0.0	0.3	assumption	45	44	10
738048567	0.0	0.3	belief	41	44	12
738048567	0.0	0.3	fact	47	39	8
290407473	0.25	0.3	report	28	58	15
290407473	0.25	0.3	story	39	55	10
290407473	0.25	0.3	admission	37	60	6
290407473	0.25	0.3	complaint	52	52	2
290407473	0.25	0.3	truth	43	55	4
290407473	0.25	0.3	assessment	41	54	4
290407473	0.25	0.3	declaration	50	46	9
290407473	0.25	0.3	guess	40	41	20
290407473	0.25	0.3	disclosure	54	49	4
290407473	0.25	0.3	remark	42	46	6
290407473	0.25	0.3	confirmation	47	55	3
290407473	0.25	0.3	myth	55	48	2
290407473	0.25	0.3	news	52	43	9
290407473	0.25	0.3	allegation	54	46	3
290407473	0.25	0.3	information	46	52	8
290407473	0.25	0.3	evidence	41	50	9
290407473	0.25	0.3	prediction	56	45	6
290407473	0.25	0.3	finding	38	51	9
290407473	0.25	0.3	proof	52	44	3
290407473	0.25	0.3	accusation	47	47	4
290407473	0.25	0.3	message	50	49	6
290407473	0.25	0.3	recognition	33	65	3
290407473	0.25	0.3	indication	55	51	4
290407473	0.25	0.3	concern	47	43	11
290407473	0.25	0.3	reminder	51	51	2
290407473	0.25	0.3	announcement	55	48	4
290407473	0.25	0.3	rumor	52	47	4
290407473	0.25	0.3	statement	48	46	7
290407473	0.25	0.3	thought	33	41	13
290407473	0.25	0.3	conviction	53	40	8
290407473	0.25	0.3	conjecture	37	55	3
290407473	0.25	0.3	feeling	49	50	7
290407473	0.25	0.3	idea	55	46	3
290407473	0.25	0.3	claim	53	39	10
290407473	0.25	0.3	conclusion	48	50	5
290407473	0.25	0.3	view	62	44	2
290407473	0.25	0.3	speculation	47	45	7
290407473	0.25	0.3	certainty	38	60	7
290407473	0.25	0.3	suggestion	52	44	7
290407473	0.25	0.3	perception	51	45	6
290407473	0.25	0.3	intuition	44	56	5
290407473	0.25	0.3	observation	52	47	3
290407473	0.25	0.3	suspicion	50	51	4
290407473	0.25	0.3	revelation	58	43	2
290407473	0.25	0.3	understanding	45	46	9
290407473	0.25	0.3	insinuation	13	18	2
290407473	0.25	0.3	notion	53	51	1
290407473	0.25	0.3	opinion	56	46	2
290407473	0.25	0.3	sense	50	43	11
290407473	0.25	0.3	presumption	66	37	3
290407473	0.25	0.3	assurance	48	47	9
290407473	0.25	0.3	realization	47	49	6
290407473	0.25	0.3	impression	59	42	3
290407473	0.25	0.3	assertion	65	34	6
290407473	0.25	0.3	contention	57	44	5
290407473	0.25	0.3	assumption	59	43	6
290407473	0.25	0.3	belief	44	49	8
290407473	0.25	0.3	fact	61	35	5
330572269	0.5	0.3	report	45	36	18
330572269	0.5	0.3	story	64	34	5
330572269	0.5	0.3	admission	59	43	4
330572269	0.5	0.3	complaint	62	34	8
330572269	0.5	0.3	truth	54	44	6
330572269	0.5	0.3	assessment	56	38	3
330572269	0.5	0.3	declaration	57	40	4
330572269	0.5	0.3	guess	54	35	20
330572269	0.5	0.3	disclosure	55	46	3
330572269	0.5	0.3	remark	53	37	8
330572269	0.5	0.3	confirmation	56	43	5
330572269	0.5	0.3	myth	62	42	2
330572269	0.5	0.3	news	59	32	7
330572269	0.5	0.3	allegation	59	40	5
330572269	0.5	0.3	information	51	44	9
330572269	0.5	0.3	evidence	57	37	4
330572269	0.5	0.3	prediction	56	43	5
330572269	0.5	0.3	finding	53	45	5
330572269	0.5	0.3	proof	46	51	5
330572269	0.5	0.3	accusation	52	42	4
330572269	0.5	0.3	message	53	42	9
330572269	0.5	0.3	recognition	48	51	6
330572269	0.5	0.3	indication	64	40	1
330572269	0.5	0.3	concern	48	44	6
330572269	0.5	0.3	reminder	60	36	6
330572269	0.5	0.3	announcement	53	43	6
330572269	0.5	0.3	rumor	64	37	3
330572269	0.5	0.3	statement	48	46	7
330572269	0.5	0.3	thought	47	40	10
330572269	0.5	0.3	conviction	59	43	3
330572269	0.5	0.3	conjecture	55	43	6
330572269	0.5	0.3	feeling	47	47	11
330572269	0.5	0.3	idea	59	39	4
330572269	0.5	0.3	claim	54	35	10
330572269	0.5	0.3	conclusion	59	42	6
330572269	0.5	0.3	view	62	36	3
330572269	0.5	0.3	speculation	49	50	6
330572269	0.5	0.3	certainty	47	53	4
330572269	0.5	0.3	suggestion	54	45	6
330572269	0.5	0.3	perception	65	36	5
330572269	0.5	0.3	intuition	56	50	3
330572269	0.5	0.3	observation	58	48	2
330572269	0.5	0.3	suspicion	53	52	3
330572269	0.5	0.3	revelation	45	45	11
330572269	0.5	0.3	understanding	47	51	5
330572269	0.5	0.3	insinuation	14	13	3
330572269	0.5	0.3	notion	66	36	3
330572269	0.5	0.3	opinion	49	47	4
330572269	0.5	0.3	sense	52	45	5
330572269	0.5	0.3	presumption	56	37	5
330572269	0.5	0.3	assurance	50	40	5
330572269	0.5	0.3	realization	50	48	2
330572269	0.5	0.3	impression	62	36	6
330572269	0.5	0.3	assertion	61	38	5
330572269	0.5	0.3	contention	60	37	6
330572269	0.5	0.3	assumption	58	48	2
330572269	0.5	0.3	belief	63	40	1
330572269	0.5	0.3	fact	63	41	4
826078826	0.25	0.6	report	0	82	1
826078826	0.25	0.6	story	2	78	1
826078826	0.25	0.6	admission	2	82	1
826078826	0.25	0.6	complaint	1	85	2
826078826	0.25	0.6	truth	1	94	0
826078826	0.25	0.6	assessment	1	88	1
826078826	0.25	0.6	declaration	1	85	0
826078826	0.25	0.6	guess	0	67	4
